
Project:     BUAATrolley2018165
Program:     Inertial Explorer Version 8.70.5101
Profile:     BUAADNCForPlot
Source:      GNSS/INS Epochs(Smoothed TC Combined)
SolFile:      D:\confi\Documents\SPANProject\BUAATrolley2018165.cts
ProcessInfo: BUAATrolley2018165 by Unknown on 9/17/2018 at 09:59:39

Datum:       WGS84
Master 1:    Name BDStarBaseOEM71, Status ENABLED
             Antenna height 0.000 m, to L1PC [Generic(NONE)]
             Lat, Lon, El Hgt 40 06 04.16122, 116 07 53.73361, 58.918 m [WGS84, 2018.452]
Master 2:    Name BJNM, Status DISABLED
             Antenna height 0.000 m, to ARP [NOV702GG(NONE)]
             Lat, Lon, El Hgt 40 14 43.16664, 116 13 26.87428, 109.122 m [WGS84, 2018.449]
Remote:      Antenna height 0.000 m, to L1PC [Generic(NONE)]
IMU to GNSS Antenna Lever Arms:
             x=-0.275, y=-0.055, z=0.144 m (x-right, y-fwd, z-up)
Body to Sensor Rotations:
             xRot=0.000, yRot=0.000, zRot=0.000 degrees (Rotate IMU into Vehicle Frame)
IMU->Secondary Sensor Lever Arms: 
            x=-0.275, y=-0.055, z=0.144 m (x-right, y-fwd, z-up, IMU->SENSOR)

 Week ,    CorrTime ,   HzSpeed ,   Heading , iFlag    , GP , GL , BD ,   PDOP , Update         ,        CARms ,  DopRms ,        L1Rms ,      COG
(week         (sec)       (m/s)       (deg)                              (dop)                             (m)     (m/s)            (m)      (deg)
 2005 ,  379524.000 ,     1.216 ,  -104.322 , PHS      ,  1 ,  0 ,  1 ,   3.17 ,  TR            ,        0.770 ,   0.363 ,        0.000 ,  230.195
 2005 ,  379525.000 ,     1.267 ,   -94.335 , PHS      ,  1 ,  0 ,  1 ,   3.14 ,  TR            ,        0.360 ,   0.010 ,        0.000 ,  305.479
 2005 ,  379526.000 ,     1.089 ,   -86.048 , PHS      ,  2 ,  1 ,  2 ,   0.00 ,  TR            ,        0.000 ,   0.000 ,        0.000 ,    0.000
 2005 ,  379527.000 ,     0.740 ,   -80.298 , PHS      ,  1 ,  1 ,  2 ,   0.00 ,  TR            ,        0.000 ,   0.000 ,        0.000 ,    0.000
 2005 ,  379528.000 ,     0.628 ,   -85.887 , PHS      ,  1 ,  1 ,  2 ,   0.00 ,  TR            ,        0.000 ,   0.000 ,        0.000 ,    0.000
 2005 ,  379529.000 ,     1.161 ,   -88.355 , PHS      ,  1 ,  2 ,  2 ,   0.00 ,  TR            ,        0.000 ,   0.000 ,        0.000 ,    0.000
 2005 ,  379530.000 ,     1.500 ,   -92.171 , PHS      ,  1 ,  1 ,  2 ,   0.00 ,  TR            ,        0.000 ,   0.000 ,        0.000 ,    0.000
 2005 ,  379531.000 ,     1.608 ,   -92.557 , PHS      ,  3 ,  2 ,  2 ,   9.59 ,  GV TR         ,        1.250 ,   0.094 ,        0.000 ,  258.703
 2005 ,  379532.000 ,     1.631 ,   -95.782 , GPS      ,  3 ,  2 ,  3 ,   2.80 ,  GP GV TR      ,        1.380 ,   0.033 ,        0.005 ,  265.965
 2005 ,  379533.000 ,     1.691 ,   -94.890 , GPS      ,  3 ,  2 ,  3 ,   2.80 ,  GP GV TR      ,        1.430 ,   0.073 ,        0.003 ,  265.935
 2005 ,  379534.000 ,     1.741 ,   -92.420 , GPS      ,  3 ,  2 ,  4 ,   2.36 ,  GP GV TR      ,        1.080 ,   0.098 ,        0.008 ,  270.712
 2005 ,  379535.000 ,     1.773 ,   -89.032 , GPS      ,  3 ,  2 ,  4 ,   2.36 ,  GP GV TR      ,        0.950 ,   0.255 ,        0.014 ,  283.969
 2005 ,  379536.000 ,     1.721 ,   -94.216 , GPS      ,  2 ,  1 ,  4 ,   6.74 ,  GP GV TR      ,        1.450 ,   0.137 ,        0.007 ,  294.212
 2005 ,  379537.000 ,     1.761 ,   -93.769 , PHS      ,  2 ,  1 ,  4 ,   5.92 ,  GV TR         ,        0.810 ,   0.252 ,        0.001 ,  298.666
 2005 ,  379538.000 ,     1.665 ,   -92.054 , PHS      ,  2 ,  1 ,  4 ,   5.92 ,  GV TR         ,        0.720 ,   0.095 ,        0.001 ,  258.340
 2005 ,  379539.000 ,     1.639 ,   -89.824 , PHS      ,  2 ,  1 ,  3 ,   8.11 ,  GV TR         ,        0.650 ,   0.094 ,        0.001 ,  274.232
 2005 ,  379540.000 ,     1.607 ,   -93.358 , PHS      ,  2 ,  1 ,  4 ,   6.25 ,  GV TR         ,        0.830 ,   0.350 ,        0.003 ,  310.769
 2005 ,  379541.000 ,     1.586 ,   -93.046 , PHS      ,  2 ,  1 ,  4 ,   6.25 ,  GV TR         ,        1.100 ,   0.273 ,        0.010 ,  255.091
 2005 ,  379542.000 ,     1.625 ,   -91.620 , PHS      ,  2 ,  1 ,  4 ,   6.25 ,  GV TR         ,        1.050 ,   0.272 ,        0.006 ,  252.297
 2005 ,  379543.000 ,     1.584 ,   -93.490 , PHS      ,  4 ,  2 ,  4 ,   2.02 ,  GV TR         ,        1.110 ,   0.453 ,        0.004 ,  267.927
 2005 ,  379544.000 ,     1.590 ,   -94.039 , PHS      ,  4 ,  2 ,  2 ,   2.10 ,  GV TR         ,        1.560 ,   0.094 ,        0.003 ,  266.893
 2005 ,  379545.000 ,     1.614 ,   -91.839 , PHS      ,  4 ,  1 ,  2 ,   6.28 ,  GV TR         ,        1.500 ,   0.158 ,        0.003 ,  276.410
 2005 ,  379546.000 ,     1.681 ,   -92.207 , PHS      ,  5 ,  0 ,  2 ,   5.02 ,  GV TR         ,        1.340 ,   0.168 ,        0.001 ,  270.229
 2005 ,  379547.000 ,     1.703 ,   -91.780 , PHS      ,  3 ,  0 ,  3 ,   6.98 ,  GV TR         ,        1.330 ,   0.306 ,        0.000 ,  247.148
 2005 ,  379548.000 ,     1.692 ,   -90.714 , PHS      ,  3 ,  0 ,  2 ,  11.06 ,  GV TR         ,        1.280 ,   0.036 ,        0.000 ,  257.910
 2005 ,  379549.000 ,     1.639 ,   -91.668 , PHS      ,  3 ,  1 ,  2 ,  17.52 ,  GV TR         ,        1.440 ,   0.015 ,        0.000 ,  253.621
 2005 ,  379550.000 ,     1.524 ,   -92.923 , PHS      ,  3 ,  1 ,  3 ,   8.69 ,  GV TR         ,        1.520 ,   0.486 ,        0.013 ,  295.516
 2005 ,  379551.000 ,     1.638 ,   -98.157 , PHS      ,  3 ,  1 ,  3 ,   8.69 ,  GV TR         ,        1.610 ,   0.347 ,        0.034 ,  284.400
 2005 ,  379552.000 ,     1.598 ,   -93.251 , PHS      ,  3 ,  1 ,  3 ,   8.68 ,  GV TR         ,        1.420 ,   0.096 ,        0.033 ,  316.805
 2005 ,  379553.000 ,     1.747 ,   -99.448 , PHS      ,  3 ,  1 ,  4 ,   6.24 ,  GV TR         ,        1.420 ,   0.259 ,        0.017 ,  257.125
 2005 ,  379554.000 ,     1.667 ,   -92.077 , PHS      ,  3 ,  1 ,  3 ,   6.57 ,  GV TR         ,        1.690 ,   0.479 ,        0.007 ,  252.896
 2005 ,  379555.000 ,     1.647 ,   -90.856 , PHS      ,  4 ,  1 ,  3 ,   5.86 ,  GV TR         ,        1.040 ,   0.144 ,        0.011 ,  267.272
 2005 ,  379556.000 ,     1.733 ,   -87.958 , PHS      ,  4 ,  1 ,  4 ,   3.59 ,  GV TR         ,        0.860 ,   0.156 ,        0.005 ,  303.719
 2005 ,  379557.000 ,     1.755 ,   -89.522 , PHS      ,  3 ,  2 ,  3 ,   5.97 ,  GV TR         ,        1.340 ,   0.159 ,        0.010 ,  278.562
 2005 ,  379558.000 ,     1.697 ,   -92.197 , PHS      ,  3 ,  1 ,  4 ,   6.24 ,  GV TR         ,        1.060 ,   0.073 ,        0.016 ,  246.418
 2005 ,  379559.000 ,     1.776 ,   -90.715 , PHS      ,  3 ,  1 ,  4 ,   6.24 ,  GV TR         ,        1.060 ,   0.201 ,        0.016 ,  295.962
 2005 ,  379560.000 ,     1.934 ,   -94.140 , PHS      ,  3 ,  1 ,  4 ,   6.24 ,  GV TR         ,        1.100 ,   0.118 ,        0.005 ,  290.608
 2005 ,  379561.000 ,     1.764 ,   -95.958 , PHS      ,  5 ,  1 ,  4 ,   3.21 ,  GV TR         ,        0.860 ,   0.167 ,        0.010 ,  268.103
 2005 ,  379562.000 ,     1.833 ,   -94.722 , PHS      ,  5 ,  1 ,  4 ,   3.21 ,  GV TR         ,        1.000 ,   0.266 ,        0.011 ,  255.528
 2005 ,  379563.000 ,     1.655 ,   -92.020 , PHS      ,  4 ,  1 ,  4 ,   3.59 ,  GV TR         ,        0.960 ,   0.095 ,        0.019 ,  268.629
 2005 ,  379564.000 ,     1.560 ,   -86.824 , PHS      ,  4 ,  1 ,  4 ,   3.59 ,  GV TR         ,        0.990 ,   0.114 ,        0.013 ,  287.248
 2005 ,  379565.000 ,     1.619 ,   -93.064 , PHS      ,  4 ,  2 ,  4 ,   2.09 ,  GV TR         ,        0.950 ,   0.197 ,        0.006 ,  268.040
 2005 ,  379566.000 ,     1.755 ,   -94.863 , PHS      ,  3 ,  2 ,  4 ,   2.10 ,  GV TR         ,        1.150 ,   0.138 ,        0.002 ,  264.503
 2005 ,  379567.000 ,     1.765 ,   -95.880 , PHS      ,  3 ,  1 ,  3 ,   5.32 ,  GV TR         ,        1.650 ,   0.205 ,        0.004 ,  255.717
 2005 ,  379568.000 ,     1.756 ,   -94.572 , PHS      ,  4 ,  1 ,  4 ,   3.11 ,  GV TR         ,        0.880 ,   0.198 ,        0.011 ,  277.468
 2005 ,  379569.000 ,     1.802 ,   -94.231 , PHS      ,  4 ,  1 ,  5 ,   2.99 ,  GV TR         ,        0.810 ,   0.539 ,        0.004 ,  271.890
 2005 ,  379570.000 ,     1.717 ,   -94.243 , PHS      ,  4 ,  1 ,  4 ,   3.12 ,  GV TR         ,        0.930 ,   0.114 ,        0.002 ,  261.034
 2005 ,  379571.000 ,     1.585 ,   -95.048 , PHS      ,  3 ,  1 ,  3 ,   8.96 ,  GV TR         ,        1.010 ,   0.149 ,        0.001 ,  267.589
 2005 ,  379572.000 ,     1.639 ,   -94.764 , PHS      ,  3 ,  1 ,  3 ,   8.96 ,  GV TR         ,        0.960 ,   0.346 ,        0.001 ,  236.299
 2005 ,  379573.000 ,     1.672 ,  -101.296 , PHS      ,  3 ,  1 ,  3 ,   5.96 ,  GV TR         ,        1.270 ,   0.232 ,        0.000 ,  269.557
 2005 ,  379574.000 ,     1.756 ,  -105.455 , GVUPT    ,  2 ,  1 ,  4 ,   5.73 ,  GV            ,        0.370 ,   0.256 ,        0.000 ,  260.152
 2005 ,  379575.000 ,     1.945 ,   -99.315 , PHS      ,  1 ,  0 ,  1 ,   4.66 ,  GV TR         ,        0.090 ,   0.020 ,        0.000 ,  300.124
 2005 ,  379576.000 ,     2.092 ,   -93.003 , PHS      ,  0 ,  0 ,  1 ,   0.00 ,  TR PR         ,        0.000 ,   0.000 ,        0.000 ,    0.000
 2005 ,  379577.000 ,     2.042 ,   -92.890 , PHS      ,  0 ,  0 ,  0 ,   0.00 ,  TR PR         ,        0.000 ,   0.000 ,        0.000 ,    0.000
 2005 ,  379578.000 ,     2.056 ,   -89.684 , PHS      ,  1 ,  1 ,  3 ,   0.00 ,  TR            ,        0.000 ,   0.000 ,        0.000 ,    0.000
 2005 ,  379579.000 ,     2.275 ,   -84.613 , PHS      ,  2 ,  1 ,  2 ,   0.00 ,  TR PR         ,        0.000 ,   0.000 ,        0.000 ,    0.000
 2005 ,  379580.000 ,     2.042 ,   -82.935 , PHS      ,  2 ,  1 ,  3 ,  24.94 ,  TR            ,        0.910 ,   0.000 ,        0.000 ,  327.241
 2005 ,  379581.000 ,     1.656 ,   -81.983 , PHS      ,  2 ,  1 ,  2 ,   0.00 ,  TR PR         ,        0.000 ,   0.000 ,        0.000 ,    0.000
 2005 ,  379582.000 ,     1.327 ,   -87.615 , PHS      ,  2 ,  1 ,  3 , 130.80 ,  TR            ,        1.080 ,   0.020 ,        0.015 ,  200.029
 2005 ,  379583.000 ,     0.705 ,   -89.513 , GPS      ,  2 ,  1 ,  4 ,  26.84 ,  GP TR         ,        1.060 ,   0.093 ,        0.031 ,  211.653
 2005 ,  379584.000 ,     0.181 ,   -88.645 , GPS      ,  2 ,  1 ,  5 ,  21.20 ,  GP TR         ,       10.190 ,   0.036 ,        0.019 ,  206.267
 2005 ,  379585.000 ,     1.179 ,   -94.075 , GPS      ,  5 ,  2 ,  5 ,   1.60 ,  GP GV TR      ,        5.750 ,   0.263 ,        0.030 ,  266.860
 2005 ,  379586.000 ,     1.457 ,   -94.817 , GPS      ,  5 ,  2 ,  4 ,   1.85 ,  GP GV TR      ,        0.700 ,   0.121 ,        0.041 ,  274.330
 2005 ,  379587.000 ,     1.352 ,   -89.623 , GPS      ,  5 ,  2 ,  5 ,   1.60 ,  GP GV TR      ,        5.780 ,   0.131 ,        0.029 ,  273.038
 2005 ,  379588.000 ,     1.568 ,   -91.551 , GPS      ,  5 ,  2 ,  4 ,   1.85 ,  GP GV TR      ,        0.760 ,   0.204 ,        0.048 ,  278.469
 2005 ,  379589.000 ,     1.374 ,   -91.385 , GPS      ,  5 ,  1 ,  4 ,   2.40 ,  GP GV TR      ,        0.870 ,   0.065 ,        0.041 ,  272.964
 2005 ,  379590.000 ,     1.193 ,   -84.297 , GPS      ,  5 ,  1 ,  3 ,   2.47 ,  GP TR         ,        0.800 ,   0.130 ,        0.029 ,  311.345
 2005 ,  379591.000 ,     1.114 ,   -87.170 , GPS      ,  4 ,  1 ,  3 ,   3.03 ,  GP GV TR      ,        0.960 ,   0.190 ,        0.022 ,  257.860
 2005 ,  379592.000 ,     1.258 ,  -100.436 , GPS      ,  4 ,  2 ,  4 ,   2.67 ,  GP GV TR      ,        0.960 ,   0.099 ,        0.012 ,  259.307
 2005 ,  379593.000 ,     1.360 ,   -96.301 , GPS      ,  4 ,  2 ,  4 ,   2.42 ,  GP GV TR      ,        0.890 ,   0.139 ,        0.017 ,  255.081
 2005 ,  379594.000 ,     1.213 ,   -86.926 , GPS      ,  3 ,  2 ,  4 ,   2.49 ,  GP GV TR      ,        0.980 ,   0.235 ,        0.028 ,  265.322
 2005 ,  379595.000 ,     1.375 ,   -88.194 , GPS      ,  3 ,  1 ,  4 ,   3.87 ,  GP GV TR      ,        1.050 ,   0.248 ,        0.029 ,  246.875
 2005 ,  379596.000 ,     1.453 ,   -94.067 , GPS      ,  3 ,  1 ,  4 ,   3.87 ,  GP GV TR      ,        1.100 ,   0.255 ,        0.045 ,  263.260
 2005 ,  379597.000 ,     1.497 ,   -98.138 , GPS      ,  5 ,  1 ,  4 ,   3.00 ,  GP GV TR      ,        0.850 ,   0.141 ,        0.022 ,  249.187
 2005 ,  379598.000 ,     1.438 ,   -97.993 , GPS      ,  4 ,  1 ,  4 ,   3.33 ,  GP GV TR      ,        0.970 ,   0.089 ,        0.045 ,  273.843
 2005 ,  379599.000 ,     1.585 ,   -89.886 , GPS      ,  4 ,  2 ,  4 ,   2.42 ,  GP GV TR      ,        0.950 ,   0.124 ,        0.012 ,  266.347
 2005 ,  379600.000 ,     1.644 ,   -86.334 , GPS      ,  4 ,  2 ,  4 ,   2.42 ,  GP GV TR      ,        0.940 ,   0.055 ,        0.041 ,  275.633
 2005 ,  379601.000 ,     1.565 ,   -90.614 , GPS      ,  4 ,  2 ,  4 ,   2.42 ,  GP GV TR      ,        0.960 ,   0.328 ,        0.010 ,  271.273
 2005 ,  379602.000 ,     1.503 ,   -92.186 , GPS      ,  4 ,  2 ,  4 ,   2.42 ,  GP GV TR      ,        0.930 ,   0.173 ,        0.009 ,  274.808
 2005 ,  379603.000 ,     1.508 ,   -92.234 , GPS      ,  5 ,  2 ,  4 ,   1.98 ,  GP GV TR      ,        0.820 ,   0.209 ,        0.021 ,  283.907
 2005 ,  379604.000 ,     1.406 ,   -92.539 , GPS      ,  6 ,  2 ,  4 ,   1.82 ,  GP GV TR      ,        0.780 ,   0.252 ,        0.023 ,  282.891
 2005 ,  379605.000 ,     1.445 ,  -102.428 , GPS      ,  6 ,  2 ,  4 ,   1.58 ,  GP GV TR      ,        0.760 ,   0.170 ,        0.020 ,  252.683
 2005 ,  379606.000 ,     1.460 ,   -99.461 , GPS      ,  6 ,  2 ,  3 ,   1.67 ,  GP GV TR      ,        0.770 ,   0.162 ,        0.024 ,  257.109
 2005 ,  379607.000 ,     1.596 ,   -89.297 , GPS      ,  5 ,  2 ,  3 ,   2.13 ,  GP GV TR      ,        0.960 ,   0.259 ,        0.032 ,  269.172
 2005 ,  379608.000 ,     1.435 ,   -88.181 , GPS      ,  4 ,  2 ,  4 ,   2.42 ,  GP GV TR      ,        0.830 ,   0.077 ,        0.015 ,  272.595
 2005 ,  379609.000 ,     1.376 ,   -85.717 , GPS      ,  5 ,  2 ,  4 ,   1.88 ,  GP GV TR      ,        0.720 ,   0.188 ,        0.016 ,  266.167
 2005 ,  379610.000 ,     1.486 ,   -95.309 , GPS      ,  5 ,  1 ,  3 ,   2.76 ,  GP GV TR      ,        0.710 ,   0.109 ,        0.024 ,  262.040
 2005 ,  379611.000 ,     1.485 ,   -96.585 , GPS      ,  5 ,  1 ,  3 ,   2.73 ,  GP GV TR      ,        0.740 ,   0.357 ,        0.012 ,  253.364
 2005 ,  379612.000 ,     1.445 ,   -95.912 , GPS      ,  5 ,  1 ,  3 ,   2.41 ,  GP TR         ,        0.700 ,   0.285 ,        0.017 ,  270.899
 2005 ,  379613.000 ,     1.506 ,   -91.932 , GPS      ,  5 ,  2 ,  3 ,   1.65 ,  GP TR         ,        0.640 ,   0.217 ,        0.034 ,  266.551
 2005 ,  379614.000 ,     1.699 ,   -88.570 , GPS      ,  5 ,  1 ,  4 ,   2.02 ,  GP TR         ,        0.600 ,   0.262 ,        0.033 ,  258.949
 2005 ,  379615.000 ,     1.613 ,   -88.470 , GPS      ,  4 ,  2 ,  4 ,   2.25 ,  GP TR         ,        0.650 ,   0.231 ,        0.023 ,  276.497
 2005 ,  379616.000 ,     1.583 ,   -95.387 , GPS      ,  4 ,  2 ,  4 ,   2.29 ,  GP TR         ,        0.660 ,   0.316 ,        0.011 ,  280.426
 2005 ,  379617.000 ,     1.574 ,   -94.561 , PHS      ,  1 ,  0 ,  1 ,   0.00 ,  TR PR         ,        0.000 ,   0.000 ,        0.000 ,    0.000
 2005 ,  379618.000 ,     1.536 ,   -95.192 , GPS      ,  1 ,  0 ,  1 ,   4.11 ,  GP TR         ,        0.280 ,   0.018 ,        0.000 ,  260.272
 2005 ,  379619.000 ,     1.532 ,   -93.836 , GPS      ,  2 ,  1 ,  4 ,   6.70 ,  GP TR         ,        0.630 ,   0.251 ,        0.014 ,  236.955
 2005 ,  379620.000 ,     1.585 ,   -90.741 , GPS      ,  2 ,  1 ,  4 ,   6.69 ,  GP TR         ,        0.690 ,   0.062 ,        0.011 ,  242.754
 2005 ,  379621.000 ,     1.568 ,   -90.199 , GPS      ,  6 ,  2 ,  4 ,   1.55 ,  GP TR         ,        0.900 ,   0.321 ,        0.004 ,  273.777
 2005 ,  379622.000 ,     1.530 ,   -91.806 , GPS      ,  4 ,  2 ,  3 ,   2.61 ,  GP TR         ,        0.800 ,   0.343 ,        0.018 ,  277.700
 2005 ,  379623.000 ,     1.612 ,   -93.835 , GPS      ,  3 ,  2 ,  4 ,   4.68 ,  GP TR         ,        0.580 ,   0.234 ,        0.021 ,  262.837
 2005 ,  379624.000 ,     1.481 ,   -94.238 , GPS      ,  3 ,  2 ,  4 ,   4.68 ,  GP TR         ,        0.600 ,   0.268 ,        0.022 ,  273.505
 2005 ,  379625.000 ,     1.546 ,   -97.649 , GPS      ,  3 ,  2 ,  3 ,   6.49 ,  GP TR         ,        0.600 ,   0.266 ,        0.036 ,  267.699
 2005 ,  379626.000 ,     1.595 ,   -94.462 , GPS      ,  3 ,  2 ,  3 ,   6.61 ,  GP TR         ,        0.590 ,   0.036 ,        0.010 ,  264.142
 2005 ,  379627.000 ,     1.604 ,   -88.886 , GPS      ,  5 ,  2 ,  3 ,   2.20 ,  GP TR         ,        0.620 ,   0.193 ,        0.011 ,  268.046
 2005 ,  379628.000 ,     1.698 ,   -87.692 , GPS      ,  3 ,  2 ,  4 ,   5.28 ,  GP TR         ,        0.490 ,   0.144 ,        0.021 ,  275.320
 2005 ,  379629.000 ,     1.616 ,   -94.899 , GPS      ,  3 ,  3 ,  3 ,   5.66 ,  GP TR         ,        0.520 ,   0.100 ,        0.014 ,  257.224
 2005 ,  379630.000 ,     1.638 ,   -99.534 , GPS      ,  3 ,  3 ,  4 ,   4.96 ,  GP TR         ,        0.480 ,   0.063 ,        0.004 ,  259.573
 2005 ,  379631.000 ,     1.675 ,   -88.214 , GPS      ,  3 ,  3 ,  4 ,   2.54 ,  GP TR         ,        0.640 ,   0.143 ,        0.047 ,  263.177
 2005 ,  379632.000 ,     1.691 ,   -86.464 , GPS      ,  3 ,  3 ,  4 ,   2.54 ,  GP TR         ,        0.640 ,   0.142 ,        0.009 ,  260.051
 2005 ,  379633.000 ,     1.668 ,   -96.756 , GPS      ,  5 ,  3 ,  4 ,   1.69 ,  GP TR         ,        0.800 ,   0.121 ,        0.024 ,  258.975
 2005 ,  379634.000 ,     1.729 ,   -96.574 , GPS      ,  4 ,  3 ,  4 ,   1.78 ,  GP TR         ,        0.830 ,   0.165 ,        0.014 ,  260.687
 2005 ,  379635.000 ,     1.761 ,   -92.443 , GPS      ,  4 ,  3 ,  4 ,   1.78 ,  GP TR         ,        0.840 ,   0.245 ,        0.027 ,  268.837
 2005 ,  379636.000 ,     1.733 ,   -89.826 , GPS      ,  4 ,  2 ,  4 ,   2.27 ,  GP GV TR      ,        0.790 ,   0.338 ,        0.057 ,  282.178
 2005 ,  379637.000 ,     1.677 ,   -89.653 , GPS      ,  4 ,  2 ,  4 ,   2.27 ,  GP GV TR      ,        0.810 ,   0.110 ,        0.014 ,  274.564
 2005 ,  379638.000 ,     1.601 ,   -91.443 , GPS      ,  4 ,  2 ,  3 ,   2.49 ,  GP GV TR      ,        0.870 ,   0.216 ,        0.037 ,  260.662
 2005 ,  379639.000 ,     1.486 ,   -98.447 , GPS      ,  4 ,  2 ,  3 ,   2.49 ,  GP GV TR      ,        0.860 ,   0.329 ,        0.032 ,  255.848
 2005 ,  379640.000 ,     1.629 ,   -92.157 , GPS      ,  4 ,  2 ,  3 ,   2.49 ,  GP GV TR      ,        0.820 ,   0.117 ,        0.017 ,  265.971
 2005 ,  379641.000 ,     1.766 ,   -95.136 , GPS      ,  4 ,  3 ,  3 ,   2.14 ,  GP GV TR      ,        0.790 ,   0.187 ,        0.022 ,  266.311
 2005 ,  379642.000 ,     1.749 ,   -95.688 , GPS      ,  4 ,  3 ,  3 ,   2.14 ,  GP GV TR      ,        0.780 ,   0.305 ,        0.015 ,  270.406
 2005 ,  379643.000 ,     1.790 ,   -87.929 , GPS      ,  3 ,  3 ,  3 ,   5.64 ,  GP GV TR      ,        0.580 ,   0.145 ,        0.027 ,  267.108
 2005 ,  379644.000 ,     1.750 ,   -85.570 , GPS      ,  3 ,  3 ,  4 ,   4.97 ,  GP TR         ,        0.750 ,   0.222 ,        0.024 ,  281.408
 2005 ,  379645.000 ,     1.786 ,   -90.237 , GPS      ,  3 ,  3 ,  3 ,   2.30 ,  GP GV TR      ,        0.490 ,   0.274 ,        0.018 ,  263.862
 2005 ,  379646.000 ,     1.708 ,   -92.082 , GPS      ,  3 ,  3 ,  4 ,   2.26 ,  GP TR         ,        0.500 ,   0.051 ,        0.013 ,  272.432
 2005 ,  379647.000 ,     1.717 ,   -94.934 , GPS      ,  3 ,  3 ,  3 ,   2.30 ,  GP TR         ,        0.540 ,   0.219 ,        0.017 ,  257.842
 2005 ,  379648.000 ,     1.602 ,   -98.373 , GPS      ,  3 ,  2 ,  3 ,   7.95 ,  GP TR         ,        0.570 ,   0.089 ,        0.015 ,  264.599
 2005 ,  379649.000 ,     1.513 ,   -93.784 , GPS      ,  3 ,  2 ,  3 ,   8.37 ,  GP TR         ,        0.590 ,   0.187 ,        0.017 ,  275.653
 2005 ,  379650.000 ,     1.469 ,   -90.657 , GPS      ,  3 ,  2 ,  3 ,   6.30 ,  GP TR         ,        0.630 ,   0.323 ,        0.005 ,  285.055
 2005 ,  379651.000 ,     1.282 ,   -94.987 , GPS      ,  5 ,  1 ,  3 ,   3.28 ,  GP TR         ,        0.650 ,   0.181 ,        0.003 ,  255.082
 2005 ,  379652.000 ,     1.257 ,   -90.939 , GPS      ,  4 ,  1 ,  4 ,   3.36 ,  GP TR         ,        1.160 ,   0.056 ,        0.009 ,  267.562
 2005 ,  379653.000 ,     1.276 ,   -90.941 , GPS      ,  3 ,  2 ,  2 ,  13.40 ,  GP TR         ,        0.800 ,   0.124 ,        0.000 ,  278.111
 2005 ,  379654.000 ,     1.428 ,   -93.497 , GPS      ,  3 ,  1 ,  3 ,   6.75 ,  GP TR         ,        0.430 ,   0.101 ,        0.000 ,  272.809
 2005 ,  379655.000 ,     1.658 ,   -94.928 , GPS      ,  2 ,  1 ,  3 ,   6.60 ,  GP TR         ,        0.600 ,   0.029 ,        0.000 ,  260.003
 2005 ,  379656.000 ,     1.644 ,   -96.648 , PHS      ,  2 ,  1 ,  2 ,   0.00 ,  TR            ,        0.000 ,   0.000 ,        0.000 ,    0.000
 2005 ,  379657.000 ,     1.715 ,   -88.573 , GPS      ,  2 ,  1 ,  3 ,   6.54 ,  GP TR         ,        0.580 ,   0.044 ,        0.000 ,  237.560
 2005 ,  379658.000 ,     1.752 ,   -88.056 , PHS      ,  2 ,  1 ,  2 ,   0.00 ,  TR            ,        0.000 ,   0.000 ,        0.000 ,    0.000
 2005 ,  379659.000 ,     1.615 ,   -88.717 , GPS      ,  1 ,  1 ,  1 ,   7.14 ,  GP TR         ,        0.400 ,   0.034 ,        0.000 ,  230.261
 2005 ,  379660.000 ,     1.571 ,   -89.772 , GPS      ,  2 ,  0 ,  3 ,   7.06 ,  GP TR         ,        0.210 ,   0.088 ,        0.000 ,  267.162
 2005 ,  379661.000 ,     1.501 ,   -95.033 , GPS      ,  2 ,  2 ,  3 ,   5.89 ,  GP TR         ,        0.720 ,   0.136 ,        0.000 ,  265.992
 2005 ,  379662.000 ,     1.414 ,   -93.914 , GPS      ,  2 ,  2 ,  4 ,   4.81 ,  GP TR         ,        0.660 ,   0.186 ,        0.005 ,  258.947
 2005 ,  379663.000 ,     1.519 ,   -93.138 , GPS      ,  4 ,  1 ,  4 ,   2.89 ,  GP TR         ,        0.640 ,   0.147 ,        0.008 ,  297.785
 2005 ,  379664.000 ,     1.414 ,   -92.730 , GPS      ,  4 ,  1 ,  3 ,   3.65 ,  GP TR         ,        0.510 ,   0.053 ,        0.026 ,  246.893
 2005 ,  379665.000 ,     1.494 ,   -88.403 , GPS      ,  4 ,  1 ,  4 ,   2.95 ,  GP TR         ,        0.480 ,   0.230 ,        0.034 ,  264.917
 2005 ,  379666.000 ,     1.549 ,   -92.082 , GPS      ,  4 ,  1 ,  4 ,   2.95 ,  GP TR         ,        0.480 ,   0.357 ,        0.028 ,  280.195
 2005 ,  379667.000 ,     1.515 ,   -90.644 , GPS      ,  4 ,  2 ,  3 ,   2.76 ,  GP TR         ,        0.250 ,   0.095 ,        0.007 ,  272.945
 2005 ,  379668.000 ,     1.413 ,   -91.133 , GPS      ,  4 ,  2 ,  4 ,   2.51 ,  GP TR         ,        0.380 ,   0.066 ,        0.014 ,  266.477
 2005 ,  379669.000 ,     1.386 ,   -93.836 , GPS      ,  4 ,  2 ,  3 ,   2.76 ,  GP TR         ,        0.190 ,   0.079 ,        0.014 ,  259.573
